Content Title,Content Description,Content Type,Content Last Watched Date (if viewed),Content Completed At (if completed),Content Saved,Notes taken on videos (if taken),
PowerPoint: Animating Text and Objects for Beginners,"Many people assume animating images or text in PowerPoint is reserved for more seasoned users. Not so! In this mini course, staff instructor Garrick Chow explains how to bring visual flair to your presentations in minutes by animating objects and text blocks. Garrick shows how to work with single or multiple objects, as well as how to use the Morph feature in PowerPoint to quickly add sophisticated animations to your presentation. Upon wrapping up this course, you’ll be ready to start making your slides more compelling with motion.",Course,2019-06-09 13:42 UTC,2019-06-08 10:50 UTC,false,N/A,
Pitching Your Ideas Strategically,"So you have a great idea. You want to share it at work. What's the best way to deliver your pitch? In this course, Dr. Todd Dewett shows how to pitch your ideas strategically. He explains how to prepare your presentation, read the room, time your delivery, and address any challenges: competing agendas, resistors, or even a chilly reception. By being able analyze the dynamics of a group of stakeholders—whether it's a team of coworkers, managers, or marketers—you can better tailor your pitch and move your idea forward.",Course,2019-06-02 16:38 UTC,2019-06-02 16:33 UTC,false,N/A,
Project Management Foundations: Quality (2014),"Ensure you're producing results that meet the needs of stakeholders, by incorporating the four major indicators of quality—function, outputs, performance, and reliability—into your project planning. In this course, author and PMP Bob McGannon walks you through the considerations for making sure your project quality is spot on. Discover how to plan for quality, perform testing, and take into account special needs for IT projects.",Course,2019-03-25 20:50 UTC,2019-03-25 20:46 UTC,false,N/A,
Mergers & Acquisitions,"Mergers and acquisitions (M&A) can spark rapid growth and help businesses add promising new capabilities. But while M&A can dramatically boost your company's position in your industry, it's also a highly risky venture. In this course, instructor Mike Figliuolo prepares you to tackle this complex undertaking, stepping through how to best approach each stage of the M&A process. Mike goes over how to assess and approach your M&A target, negotiate the deal, conduct due diligence, finalize the deal, and smoothly integrate the business you acquired.",Course,2019-08-26 13:36 UTC,2019-08-26 13:33 UTC,false,N/A,
Machine Learning Foundations: Linear Algebra,"<p>Ever wondered what’s really going on underneath a machine learning algorithm? The answer is linear algebra. Without it, machine learning can’t exist. Linear algebra is a prerequisite for understanding and creating nearly all machine learning algorithms, especially those that prop up neural networks, natural language processing tools, and deep learning models.<br><br>Join instructor Terezija Semenski for an in-depth exploration of the core concepts of linear algebra alongside the techniques needed to design and implement a successful machine learning algorithm. Discover the basics of vector arithmetic, vector norms, matrix properties, advanced operations, matrix transformation, and algorithms like Google PageRank. By the end of this course, you’ll be ready to take the principles of linear algebra and apply them to your next big machine learning project. </p><p>This course is part of a <a href=""https://www.linkedin.com/learning/paths/machine-learning-statistical-foundations-professional-certificate-by-wolfram-research"" target=""_blank"">Professional Certificate</a> from Wolfram Research.</p>",Course,N/A,N/A,true,N/A,
Learning Splunk,"Splunk is a tool for analyzing and searching incoming data like application or database logs. In this course, learn the basics of how Splunk works. Join instructor Josh Samuelson as he explores the search and reporting features, and shows how to set up alerts so that you can catch potential problems before they become critical. He also explains how to set up some handy dashboards to get a quick view of the state of your systems, and wraps up with some high-level discussion of important areas like log management, APM, security, and more.",Course,2023-09-06 15:38 UTC,2023-09-06 15:34 UTC,false,N/A,
Running a Design Business: Self Promotion,"You probably know the names of many design greats. Chip Kidd, Marian Bantjes, Debbie Millman—and Sean Adams. What do they have in common? These designers know how to promote themselves. Self-promotion is essential for freelancers and studio heads alike. Fortunately, there are more and more ways designers, and creatives in general, can get the word out about their businesses, from business cards and Behance, to blogs and design conferences.<br><br> 

In this course, Sean takes you through the steps of determining what your design identity is and developing the essential pieces every promotional system needs. He takes a deep dive into some of the more complex and critical components, such as developing an effective and elegant website, and also touches on topics one might not think of—such as writing an effective bio and working with colleges to give back and brand build. Learn how to let the world know who you are and what you do. Start promoting your design career now.",Course,2019-07-27 12:55 UTC,N/A,false,N/A,
Brad Feld on Validating Your Startup Idea,"So you have an idea for a business. Maybe you have lots of ideas, with lots of potential. How do you focus on the opportunity that is going to be the most successful and the best use of your time? Brad Feld is a serial entrepreneur turned investor, who has helped build 100s of companies over the last 30 years, including Techstars, his startup accelerator. In this course, he walks through the preliminary steps that any entrepreneur needs to follow to determine whether an idea has merit: whether it is significant, meaningful, and disruptive. He provides a framework to evaluate an idea and its risks—as well the costs of not pursuing the idea at all. He then explains, in detail, how to evaluate your opportunity, your product, your market, and your team. These steps lay the groundwork critical to a successful startup, resulting in a refined and well-researched idea that you, your partners, your customers, and potentials investors can all get behind.",Course,2019-06-16 10:28 UTC,2019-06-16 10:18 UTC,false,N/A,
Charlene Li on Digital Leadership,"Today's most influential leaders have an online presence. But how do you lead ""digitally"" and engage followers in such a crowded and competitive landscape? LinkedIn Influencer Charlene Li is an expert on technology and leadership who helps executives translate their skills to digital platforms.<br><br>In this course, she explains the three steps for extending leadership into the digital space: listening, sharing, and engaging. With her tips, you can transform your professional relationships with employees, peers, and influencers. At the end of each chapter, she provides a list of questions to help you get started on your next step.",Course,2019-08-20 09:41 UTC,2019-08-20 09:25 UTC,false,N/A,
Google Drive Essential Training (2019),"Learn how to work smarter with Google Drive. In this course, Jess Stratton explains how to get started with this popular cloud-based file storage and word processing, spreadsheet, and presentation software. Jess explains how Google Drive fits into the productivity suite from Google and shows how to navigate the interface. She goes into the differences between Drive and Docs, and shares how to organize, sync, and locate your Drive files. She also demonstrates how to create and edit documents, spreadsheets, presentation slides, and drawings, and even how to create a form or survey directly in Google Drive. Plus, Jess explores how to share your files and leverage the mobile app.<br><br>",Course,2021-01-18 16:50 UTC,2021-01-18 16:49 UTC,false,N/A,
Office Mix: Creating Flipped Classroom Lessons,"Office Mix is a free add-in for PowerPoint that allows presenters to record slideshows with embedded video and audio. It's an amazing tool for teachers who run flipped classrooms—and it can empower students to create their own presentations. In this course, Oliver Schinkten explores how to use Office Mix to convert existing PowerPoint slideshows into flipped classroom lessons or create brand-new material from scratch, complete with voiceover and interactive features such as links, polls, and quizzes. He shows how to add lecture video, videos from third parties such as Khan Academy, and even science and math apps directly in your mixes. When your mix is complete, learn how to upload and share it via your Office Mix account and track student progress through the site.",Course,2019-06-15 18:26 UTC,2019-06-15 18:21 UTC,false,N/A,
Communication within Teams (2017),"Communication is an integral part of strong teamwork. In this course, Duke University professor Dr. Daisy Lovelace walks managers through how to cultivate the communication practices of high-performing teams. She highlights the foundations of successful teams, and explains how to craft a team charter to establish ground rules for how you work together as a cohesive group. She also discusses essential elements of team communication—such as creating a shared vision and holding teammates accountable—and shows how to best communicate with your team in different settings.",Course,2020-12-02 11:02 UTC,2019-05-03 11:20 UTC,false,N/A,
Blockchain Basics (2017),"We're on the precipice of a radical and disruptive new way of conducting all manner of transactions over the Internet. While still in its infancy, blockchain technology demands attention. In this introductory-level course, learn what blockchain is and what it might mean to you. Jonathan Reichental—named one of the world's top 100 CIOs in 2017—dives into blockchain technology from a conceptual perspective. The course is primarily non-technical by design, intended for those working in business leadership positions, data science, and IT management.<br><br>Jonathan begins by describing some of the current challenges with the Internet, including existing risks and security problems such as identity management. Next, he describes how traditional online databases function, so that you have a basis for how the blockchain redesigns this function. He then describes how the blockchain becomes a potential solution for many of the existing limitations of online databases. Since the blockchain has its genesis in Bitcoin—the digital currency—he provides some background on that too. He also discusses how blockchain technology actually offers new capabilities beyond simply solving old problems. To wrap up the course, Jonathan shares steps you can take in your organization to understand the implications of the blockchain.",Course,2020-06-19 10:55 UTC,2020-06-19 10:49 UTC,false,N/A,
Technical Sales: The Role of the Sales Engineer,"Salespeople sell the product. Developers build the product. Sales engineers bridge the gap. Sales engineering, also known as technical sales, is an in-demand and well-paid role. But many people don't know the job even exists. This course introduces the role and responsibilities of the sales engineer, along with the main concepts of technical sales. It is designed for salespeople who want to enter Silicon Valley and the engineers who want a more customer-oriented role. Instructor John Care shows how to uncover business problems, link those problems to your solution, and present it to the customer for consideration. He also provides tips for making an effective sales pitch. Start watching to learn more about this exciting new sales career.",Course,N/A,N/A,true,N/A,
Creating a Culture of Change,"<p>Change is the only constant in life. The workplace is no exception. Companies undergo reorganization, mergers, acquisitions, and smaller but no less significant disruptions every day. Leaders at all levels need to enable their organizations to develop a <i>culture of change</i> that embraces change as a dynamic force of innovation creating a competitive advantage. </p><p>In this course you can discover the skills, tools, and systems needed to succeed in an ever-changing landscape. Instructor Jerry Pico has led dozens of companies through cultural transformations big and small. He integrates real-life examples from his consulting practice and in-house experience into the course. He focuses on network leadership and learning agility, and shows how to build a culture that thrives on changes in an increasingly complex world. Follow along and learn how to embrace change, make it less stressful for you and your team, and use it as a dynamic force for growth. </p><p>This course is part of a <a href=""https://www.linkedin.com/learning/paths/change-management-professional-certificate-by-linkedin-learning"" target=""_blank"">Professional Certificate</a> from LinkedIn Learning.</p>",Course,2019-07-06 09:48 UTC,2019-07-06 09:44 UTC,false,N/A,
Agile Change Management for Manufacturers,"Change is normal. Embracing change gives your company a competitive edge, enabling you to get products to market and respond to customer feedback faster than ever before. This course explains how to make change management more agile within the new product development (NPD) process. Learn why change management is so difficult in manufacturing, and how agile strategies such as iterative planning and modular design can help solve change management challenges. Discover how to anticipate and constrain change, and use new technology such as digital information sharing and model-based design to further enhance agile change. Instructor Mark Hechel also explores a solution framework built around CMII that can support agile change from NPD through post-launch product management.",Course,N/A,N/A,true,N/A,
Microsoft Power Automate: Business Process Flows,"Business process flows are a great way to boost efficiency and save time for your organization. Learning how to create automated and directed flows results in more uniform and efficient workflows throughout the organization for both in-office and remote workforces. In this course, Phil Gold walks through the process of creating business process flows with ever-increasing levels of complexity and shows examples of how to leverage this advanced feature of Power Automate for your organization.",Course,2021-08-07 15:51 UTC,2021-08-07 15:46 UTC,false,N/A,
Program Management for IT Professionals (2018),"<p>The failure of large IT projects can take a devastating toll on a company's finances, as well as employee morale. Program managers—using their unique blend of project and people management expertise—work to avoid such botched projects by effectively managing risks and breaking down unwieldy projects into manageable tasks. In this course, learn how to successfully manage large IT projects—from the planning stages to a project's release—by learning the basics of program management. Instructor Hubbert Smith helps to equip you with the hard and soft skills you need to excel in this challenging, in-demand career. Throughout this course, Hubbert shares real-world examples as he steps through each of the phases of program management, from concept development to delivery and release. </p><p>This course is part of a <a href=""https://www.linkedin.com/learning/paths/servicenow-it-leadership-professional-certificate"" target=""_blank"">Professional Certificate</a> from ServiceNow.</p>",Course,2020-12-24 13:54 UTC,2020-12-23 13:08 UTC,false,N/A,
Excel and Visio: Generating Diagrams Automatically,"Learn how to create Visio diagrams automatically from your Excel data. Follow along with Visio MVP Scott Helmers as he shows how to leverage Data Visualizer, a Visio feature that automates the creation of Visio diagrams. You supply the Excel data and Visio does the rest. Scott begins the course by demonstrating how to locate the Excel Data Visualizer templates—whether you're working in Visio or Excel—and use them to create flowcharts and swimlane diagrams. He demonstrates that the resulting diagrams are linked to the data so that changes to one are synchronized to the other. He then shows how to build your own data source, create other types of diagrams, and package data and a diagram into a template package that can be shared with other people.",Course,N/A,N/A,true,N/A,
Bootstrap 5 Essential Training,"Bootstrap—a front-end framework using HTML, CSS, and JavaScript—is designed to help developers quickly and easily build responsive, mobile-ready websites that are cross-browser compatible. An open-source framework, Bootstrap features a 12-column grid and components that are ready to use. In this course, Ray Villalobos helps you get started with Bootstrap 5, providing an overview of all of the features in this popular framework. Ray covers installation options, and walks through the basic styles that normalize how your content is displayed on different platforms and browsers, before moving into detailed coverage of more advanced features, including typography and flexbox layouts. Learn how to use the layout components to create a full-featured website and make it interactive with components such as carousels, accordions, alerts, and tooltips. Plus, learn how to build beautifully designed and usable forms that validate user input.",Course,N/A,N/A,true,N/A,
HTML5: File API,"Join author Joe Marini as he demonstrates how to use the HTML5 File API to perform file-related operations from within a web page, including manipulating files, reading and accessing data within files, and retrieving information about files. The course also covers how to complete tasks that were previously only possible with native code, such as picture processing, file conversion, and content checking.",Course,2018-08-12 06:39 UTC,N/A,false,N/A,
Learning Data Visualization (2014),"Got a big idea? You need to get it across quickly and efficiently, or modern audiences will move on to the next story clamoring for their attention. Data visualization allows you to make the complex simple, the abstract tangible, and the invisible (data) visible with great illustrations. Here, Bill Shander shows how to understand your data and your audience, craft the story you need to tell, and determine the best visual model and details to use for that story.",Course,2018-08-24 09:52 UTC,N/A,false,N/A,
Learning Jive,"Meet Jive, the collaboration and communication solution for teams. In this course, you'll learn all that you can do with Jive, including storing files, blogging, initiating discussions, and managing projects and tasks. Author Gini Courter covers the basics—connecting with people and creating and sharing content—as well as more advanced Jive techniques, such as using marking to track changes and decisions and managing full-fledged projects and tasks. Plus, learn how to extend the power of Jive with add-ins and apps such as Jive Mobile.",Course,2019-06-15 12:34 UTC,N/A,false,N/A,
Project Management Foundations: Integration,"In order to keep a project on track from kickoff to completion, it's critical that you have a mastery of integration management. Project Integration Management ensures all processes in a project run smoothly, and results in a properly synchronized series of deliverables such as the project charter and plan. In this course, Oliver Yarbrough details how to properly approach Project Integration Management, providing project managers with tactical knowledge on how to successfully integrate all the components of a project. Along the way, Oliver goes over each of the key processes in the Project Integration Management Knowledge Area; shares best practices for managing project constraints and facilitating interactions; and acquaints you with emerging trends, including artificial intelligence.",Course,N/A,N/A,true,N/A,
Brad Feld on Raising Capital,"To get a business off the ground or take it to the next level, entrepreneurs often need extra cash. Venture financing, where money is raised from venture capital firms or individual investors as opposed to a public institution like a bank, is a popular avenue. But how do you decide if financing makes sense for your business? How much money do you need? And who do you ask? Brad Feld is an investor who has overseen thousands of rounds of venture financing, enabling companies like Zynga, MakerBot, and Fitbit to grow from startups to established enterprises. In this course, he walks you through the process of evaluating, finding, and securing funding for your business. Learn about the different stages of financing, the many types of investors, and different avenues of funding: traditional convertible debt and equity and newer practices such as crowdfunding and pre-sales. Brad helps you zero in on a solution that's right for your business and develop a mindset for success.",Course,N/A,N/A,true,N/A,
Azure: Understanding the Big Picture (2019),"Understanding the scope of the cloud is an overwhelming task, even for a seasoned developer. This course takes a step back to look at the big picture of Microsoft Azure. This perspective can help you understand the many Azure offerings, including storage, hosting, deployment, and machine learning, and assess which best fit your organization's cloud strategy. Those just entering the cloud, including business managers, will find the course to be a valuable resource they can return to again and again. Chapter one kicks off with a true big-picture view, comparing the three cornerstones of the cloud: software as a service, infrastructure as a service, and platform as a service. Instructor Walt Ritscher then covers Azure subscription options and costs and dives deeper into specific Azure services. He covers web hosting, cloud storage, Azure security, infrastructure, DevOps tools, and media encoding, as well as event and notification services. Review the services that interest you or zoom out for a more complete picture of this powerful cloud-computing platform.",Course,2020-05-15 09:00 UTC,2020-05-15 08:55 UTC,false,N/A,
Excel: Statistical Process Control,"Learn how to analyze the accuracy and alignment of manufacturing processes using statistical tools. Veteran Excel trainer Curt Frye covers the three types of charts-P charts, C charts, and X-bar R charts-that are used to summarize the most common process metrics: proportion of defective output, number of defects, and variability of process outputs. He shows how to perform the analysis, plot the data, and interpret the results of each technique. He also how to examine processes from the customer's perspective using process capability analysis. Business analysts and support staff who help prepare documents, as well as executives and senior managers who might not have a statistical background, will use the skills in this course to analyze their organizations' processes and output.",Course,N/A,N/A,true,N/A,
Learning Confluence 2018,"Confluence is content collaboration software that professionals can use to create, organize, and discuss work with their colleagues. In this course, instructor David Rivers shows how to work with this powerful tool as a team member, exploring how to configure and use Confluence to manage business and project information. David dives into creating pages and blogs in Confluence, setting page layouts, and adding content and navigation. He also shares how to collaborate on content and communicate with other team members.",Course,2020-12-18 17:00 UTC,2020-12-18 16:57 UTC,false,N/A,
How to Design and Deliver Training Programs,"An effective training program helps to accelerate an employee's professional development and prepares them to excel in their role. In this course, corporate training expert Jeff Toister explains how to design and deliver training programs that engage learners and help them quickly develop new skills. Jeff walks through the ADDIE model of instructional design as it applies to corporate learning, exploring each step—from conducting needs analysis all the way through delivering face-to-face training. He also provides tips for presenting with confidence and clarity, facilitating discussions, adapting your programs to webinar delivery, and more.",Course,2019-06-11 18:15 UTC,N/A,false,N/A,
Learning ITIL® (2019),"Learn the basics of both current versions of the world's most popular approach to IT service management: ITIL® v3 and ITIL® 4. Learn what ITIL® covers and why it matters to you and your organization. Learn the basics of ITIL® v3: the service lifecycle; processes and functions; and roles, technology and automation.  Then compare the major differences in ITIL® 4: the four dimensions; the service value system; the service value chain; and the guiding principles, and practices. Instructor David Pultorak—an ITIL® contributor and consultant—also helps you learn the basics of ITIL® certification, including the ITIL® v3 and 4 certification schemes, and provides tips for passing the certification exam.",Course,2022-12-03 18:36 UTC,2022-12-03 18:35 UTC,true,N/A,
Project Management: International Projects,"Excellent collaboration and communication are key ingredients that help project teams reach successful outcomes. This is particularly true when team members must interact in the additional complexity of multicultural settings and physical distance. By learning how people from other cultures understand things differently, you can enhance collaboration and communication in your international team—and improve your chances for positive project results. In this course, instructor Sam Yankelevitch shares techniques that can help project managers effectively manage projects in settings where team players are separated by culture, language, and distance. Learn how to best communicate with suppliers and customers in global situations, how power distance affects decisions and execution, how to build trust when the people you work with are far away, and more.",Course,2020-12-24 14:02 UTC,2020-12-23 17:33 UTC,false,N/A,
Having Difficult Conversations (2013),"Leadership coach and lynda.com director of learning and development Britt Andreatta shares her tips and strategies for having difficult conversations. In her four-phase model, you'll discover the situations that lead up to difficult conversations, decide when the conversation is warranted, prepare for the interaction, and monitor outcomes to ensure success.<br><br>

Along the way, learn the secrets of turning difficult conversations into successful interactions that enhance communication and rapport. Improve both your professional and personal relationships, finding your way back from conflict through mutually successful outcomes.<br><br>Lynda.com is a PMI Registered Education Provider. This course qualifies for professional development units (PDUs). To view the activity and PDU details for this course, click <a href=""https://ccrs.pmi.org/search/Activity/215655"" target=""_blank"">here</a>.<br><img src=""https://media.licdn.com/media/AAYAAQCwAAoAAQAAAAAAAEek_v1B9xtISnas4Pi7rm5RPg.jpg"" height=""50%"" width=""50%""><br>The PMI Registered Education Provider logo is a registered mark of the Project Management Institute, Inc.",Course,N/A,N/A,true,N/A,
Transformational Leadership,"Inspirational leaders can create transformation within themselves and their teams, in the form of pursuing services and missions that matter. This course is designed to help leaders create cultures of innovation, engagement, and growth. Leadership expert Henna Inam shares specific practices any leader, or aspiring leader, can leverage to discover values, identify a purpose, and define a vision. Learn how to lead with integrity and empower others to be their best.",Course,2019-05-28 06:07 UTC,2019-05-28 06:03 UTC,false,N/A,
Google Drive Essential Training (2021),"Learn how to work smarter with Google Drive. In this course, Jess Stratton explains how to get started with this popular cloud-based file storage and word processing, spreadsheet, and presentation software. Jess explains how Google Drive fits into the productivity suite from Google and shows how to navigate the interface. She goes into the differences between Drive and Docs, and shares how to organize, sync, and locate your Drive files. She also demonstrates how to create and edit documents, spreadsheets, presentation slides, and drawings. Plus, Jess explores how to share your files and leverage the mobile app.",Course,2021-05-30 07:38 UTC,2021-05-24 12:47 UTC,false,N/A,
Agile Software Development: Scrum for Developers (2018),"Scrum is an agile framework that helps organizations deliver high-quality products to their customers. Learn how to use scrum and project management tools like Jira and Confluence to manage software development. This course takes a practical approach with real-life examples that show how scrum is executed. Instructor Shashi Shekhar covers scrum roles, rules, artifacts, and events and uses Jira and Confluence to show how popular software development tools can assist in scrum implementation.",Course,2019-08-26 14:18 UTC,2019-08-26 14:16 UTC,false,N/A,
Collaboration Principles and Process (2018),"Collaboration can be difficult. As a word alone, collaboration seems abstract, conjuring up images of people always being together. On top of this, collaboration involves the complexities of human beings. Encouraging people to work together towards a shared mission may not be successful if you don't convey or provide an incentive. In this course, Prakash Raman dismisses the premise that collaboration is fixed, explaining that there is a wide spectrum of what teamwork and partnerships can look like, so you can begin to learn and experience the benefits of collaboration. First, he describes how to overcome common challenges. Next, he outlines ten principles, providing a checklist that helps you to diagnose why your team may not be collaborating. Then, he reveals how you can systematically address the gap. Lastly, he shares how to operationalize collaboration through more effective meetings that are aimed at achieving the mission of your project or organization.",Course,2019-05-26 09:33 UTC,2019-05-24 05:49 UTC,false,N/A,
Finance Foundations (2019),"Finance exists in the real world. It impacts everyone: individuals, families, companies, and governments. While it may sound complicated, at its core finance is about deciding what to buy, getting the money you need to buy it, and efficiently managing the resources you already own. In this course, Brigham Young University business professors Jim and Kay Stice provide a comprehensive overview of finance, touching on everything from reading a balance sheet to understanding derivatives and securities. They tackle questions such as ""What is the difference between short-term financial management and long-term financing?"" and ""What is the difference between a traditional bank, an investment bank, and an investment fund?"" Along the way, you can get an inside look at financial reports from companies such as Walmart and Toys ""R"" Us, the IPOs of Microsoft and Facebook, and even the data that go into personal financial decisions, such as deciding whether to buy a car.",Course,2020-12-01 14:19 UTC,2020-10-23 10:06 UTC,false,N/A,
Learning Git and GitHub (2021),"Version Control lets you manage changes you've made to files over time, and is an essential skill for developers to master. Git is by far the most popular version control system on the web. In this fast-paced course, Ray Villalobos shows you the fundamental commands that you need to work with most Git projects. He explains how to use checkpoints called commits, which let you leave messages documenting what happened at each checkpoint, as well as how to create branches that are alternate versions of your project that you can work on without changing the original. Plus, he shows how to work with the popular GitHub website to explore existing projects, clone them to your local hard drive, and use them as templates for your new projects.",Course,2021-12-21 16:07 UTC,N/A,false,N/A,
Learning Jira Software 7.0-7.4 (2016),"Planning projects, assigning tasks, tracking progress, and releasing results can all be managed in Jira, the popular and collaborative software for development teams. In this course, Robert Anthony shares his expertise as he guides you through the fundamentals of using Jira. Robert shows you how to create tickets, locate issues assigned to you and others, use advanced search, customize dashboards, run reports, and set up workflow boards to organize work. In addition, he facilitates several challenges and solutions so you can practice what you learn as you follow along.",Course,2019-03-14 07:41 UTC,N/A,true,N/A,
Machine Learning and AI Foundations: Decision Trees with SPSS,"Many data science specialists are looking to pivot toward focusing on machine learning. This course covers the essentials of machine learning, including predictive analytics and working with decision trees. Explore several popular tree algorithms and learn how to use reverse engineering to identify specific variables. Demonstrations of using the IBM SPSS Modeler are included so you can understand how decisions trees work. This course is designed to give you a solid foundation on which to build more advanced data science skills.",Course,2020-12-01 14:59 UTC,2020-10-16 07:05 UTC,false,N/A,
Social Media Marketing: ROI (2017),"Proving social media return on investment (ROI) is one of the toughest challenges facing marketers. This course helps you transcend vanity metrics, such as number of likes, to demonstrate precisely how social media creates value for your organization. Instructor Luan Wise covers the measurements that really matter, how to use Twitter, LinkedIn, Facebook, and Instagram analytics to define and track measurements, and how to use this information to produce actionable insights and drive continuous improvement for your business.",Course,2019-04-03 12:29 UTC,2019-04-03 12:28 UTC,false,N/A,
Audio for Video: 1 Getting Started,"Sound for video is often poorly understood and ignored by video producers. Watch almost any YouTube video and you'll hear the problem. It's one that plagues new and experienced video producers alike.<br><br>

This series, <i>Capturing Audio for Video</i>, demystifies sound capture, offering professional insights along with practical tips and tricks. In this introductory installment, Professor Jeff Jacoby shows how to plan a shoot with sound in mind, choose microphones, and adjust camera settings and audio hardware to capture the best results. These tutorials are easy to follow and apply, fun to watch, and enormously helpful for video producers and directors.",Course,2019-08-04 09:06 UTC,2019-08-04 09:04 UTC,false,N/A,
Critical Roles Consultants Play (and the Skills You Need to Fill Them),"New consultants are often surprised by how agile they need to be to fulfill client expectations. The role you play may vary from contract to contract, or even shift within the same engagement. This course helps prepare you for the many different roles a consultant must play and succeed in the challenging world of consulting. Bob McGannon explains how your role differs from your job and how you can assess the needs of your client right at the start of the engagement. He then reviews the seven major roles—technical expert, manager, team leader, follower, reviewer, critic, and implementer—explaining when each role is most useful to your client. Live-action scenarios help you see the roles in action and apply what you have learned. In the final chapter, Bob discusses how to close the engagement, emphasizing the value your role has provided in order to position yourself for the next one.",Course,2019-07-25 09:16 UTC,2019-07-25 09:01 UTC,false,N/A,
Creating and Deploying Microlearning,"Feel like you can't capture the attention of your learners? Get to the next level of engagement with microlearning. Microlearning is more than just short educational videos. It's a system of training that places emphasis on providing the right content to the learner at the right time, in an easy-to-use format. In this course, Chris Mattia explores how to create and deploy microlearning that will provide employees and students with the training they need where they can use it the most—on their mobile devices. Learn how to develop engaging assets, including everything from infographics and podcasts to memes and GIFs, and track the effectiveness of your microlearning campaigns to see what content is getting the most attention.",Course,N/A,N/A,true,N/A,
Leading Change,"Almost all organizations today confront a relentlessly changing environment. Change is no longer a choice; it's a requirement of doing business. To inspire and manage change is a key job of a leader. Effective change leadership can make the difference between an organization that is caught off guard and forced to react to change, and an organization that is prepared and ready to adapt. In this course, leaders can learn the larger context for change and their role in making it happen. Coach Gary Bolles helps you develop a change mindset, acquire the right skills, and help individuals and teams across your organization embrace and enact change. Plus, learn how to make a lasting impact by leading large-scale transformations that help solve the problems of today and tomorrow.",Course,2020-12-15 13:50 UTC,2020-12-15 13:45 UTC,false,N/A,
Learning Cloud Computing: Core Concepts (2016),"Migrating to the cloud? Get an overview of cloud computing and the key concepts that you should consider when making a move to the cloud. There are three types of cloud solutions: software as a service, infrastructure as a service, and platform as a service. Instructor David Linthicum helps you evaluate these solutions, including Amazon Web Services, Google Cloud Platform, Salesforce.com, and Office 365, as well as the data and applications that are best suited to the cloud. He explains how to select a cloud provider and plan a migration, and reviews the security considerations and typical day-to-day operations and tools IT administrators need to keep their cloud-based infrastructure up and running.",Course,2019-07-14 13:57 UTC,2019-07-14 13:56 UTC,false,N/A,
OneNote for Windows 10 Essential Training (2019),"Learn how to keep track of to-dos and other important information with OneNote, the popular Microsoft note-taking app. In this course Microsoft Certified Trainer and 
Office Apps and Services MVP Heather Severino shows you everything you need to know about using the Windows 10 version of OneNote.  Heather covers how to set up and organize your notebooks, how to work with pages and sections, and how to format typed notes and lists. Heather also shows how to import content from other apps, such as Excel and Outlook, and create audio, handwritten, and other types of notes. Plus, learn how to find notes fast and use time-saving keyboard shortcuts.",Course,2021-08-13 14:45 UTC,2021-08-13 14:45 UTC,false,N/A,
DevOps Foundations (2016),"DevOps is not a framework or a workflow. It's a culture that is overtaking the business world. DevOps ensures collaboration and communication between software engineers (Dev) and IT operations (Ops). With DevOps, changes make it to production faster. Resources are easier to share. And large-scale systems are easier to manage and maintain.<br><br>

In this course, well-known DevOps practitioners Ernest Mueller and James Wickett provide an overview of the DevOps movement, focusing on the core value of CAMS (culture, automation, measurement, and sharing). They cover the various methodologies and tools an organization can adopt to transition into DevOps, looking at both agile and lean project management principles and how old-school principles like ITIL, ITSM, and SDLC fit within DevOps.<br><br> 

The course concludes with a discussion of the three main tenets of DevOps—infrastructure automation, continuous delivery, and reliability engineering—as well as some additional resources and a brief look into what the future holds as organizations transition from the cloud to serverless architectures.",Course,2019-08-29 04:53 UTC,2019-08-29 04:47 UTC,false,N/A,
Azure Network Security for Beginners: Tools and Services (2020),"Microsoft lists over 600 services offered by Azure, its popular cloud computing service. A key component across the hundreds of Azure services is, of course, security. In this course, Instructor Shyam Raj provides foundational coverage of the security features offered by Azure. Starting with topics like managed firewall services and protection against DDoS attacks, Shyam also covers Azure identity services, including key elements like authentication, authorization, and Microsoft Entra ID, and details use cases for the Azure Security Center. If you’re new to Azure, are an IT professional exploring the Azure services, or just want a deeper look at the security piece of the AZ-900 Azure Fundamentals exam, this course is for you.",Course,2023-03-08 11:02 UTC,2023-03-08 11:00 UTC,false,N/A,
Managing Virtual Teams (2014),"Do you have a remote team and need to engage them more effectively? Or perhaps you are stepping into a management role for the first time, or with a team that's scattered across office branches? In this course, author and PMP Bob McGannon shares the secrets he's used for managing remote teams across continents and time zones for over 20 years.<br><br>Discover how to build rapport, set mutual expectations, communicate, connect, overcome conflict, get work done, and grow the team. Also included is a look at the top five challenges managers face in leading remote teams and helpful solutions that will get your team on track.",Course,N/A,N/A,true,N/A,
